!,0,
contempti,0,contemno
contempti,1,contemptus1
contemptum,0,contemno
contemptum,1,contemptus1
contemptum,2,contemptus2
contendant,0,contendo
contendebant,0,contendo
contenderent,0,contendo
contenderet,0,contendo
contendet,0,contendo
contentae,0,contendo
contentae,1,contineo
contenti,0,contendo
contenti,1,contineo
contentus,0,contendo
contentus,1,contineo
conterritus,0,conterreo
contexit,0,contego
contexit,1,contexo
contineat,0,contineo
continere,0,contineo
continet,0,contineo
continetur,0,contineo
contingerent,0,contingo1
contingerent,1,contingo2
continget,0,contingo1
continget,1,contingo2
contingit,0,contingo1
contingit,1,contingo2
continuo,0,continuo
continuo,1,continuo2
continuo,2,continuus
contione,0,contio
contra,0,contra
contractam,0,contraho
contrarios,0,contrarius
contubernium,0,contubernium
contulit,0,confero
contumax,0,contumax
contumelia,0,contumelia
contumeliam,0,contumelia
contumeliis,0,contumelia
conveniens,0,convenio
convenit,0,convenio
convicio,0,convicior
convicio,1,convicium
convicium,0,convicium
convictus,0,convictus2
convictus,1,convinco
convivam,0,conviva
convivam,1,convivo1
convivium,0,convivium
convocata,0,convoco
copia,0,copia1
copia,1,copis1
copiae,0,copia1
copiosa,0,copiosus
copiosus,0,copiosus
copula,0,copula
copula,1,copulo
coram,0,cora1
coram,1,coram
corcodili,0,
corcodilis,0,
corcodilus,0,
corde,0,chordus1
corde,1,cor
corium,0,corion
corium,1,corium
corium,2,corius
